timestamp,post
1mo,"Where’s new B2C growth hiding?

Three models—advice-as-a-service, embedded services, and B2B2C—are driving big wins across sectors. Think personalized advice, built-in services, and new direct-to-consumer channels.

See the full breakdown:"
1mo,"What are the most important trends impacting alignment between CMOs and CEOs? 

Join me andRobinson for an important discussion on these topics and more in an upcoming McKinsey Live session, where we’ll explore top insights from industry leaders and the future of marketing and business leadership at
.

Register here:"
1mo,"Customers now live in a world where they expect their favorite brands to meet them wherever, whenever, and however they choose to engage.

To succeed in this landscape, marketers must strike a strategic balance, blending data-driven decision-making with bold, human storytelling. Modern marketers shouldn't be seen as just campaign executors; they’re business leaders driving customer-centric strategies that fuel growth. ➡️"
1mo,"Employees are ready to embrace AI, but are leaders doing enough to help them thrive? 

According to recent research, 3x more employees are using gen AI for a substantial portion of their work than their leaders realize.

The right strategy can unlock new levels of creativity and productivity. Here’s how to make AI work for your workforce:"
1mo,"What difference does a strong CEO-CMO relationship make in 2025? 
 
Robert Tas, Kelsey Robinson and Jeff Jacobs are on the ground at Cannes Lions International Festival of Creativity, sharing the top takeaways from our new research – HOT OFF THE PRESS today!

If you’re looking for inspiration, check-out:

- The CMO Comeback (in association with):

- Our full
agenda:

And here’s the marketing and advertising press’s take on our new CEO-CMO findings:

: ➡️
: ➡️"
1mo,"The secret to transformation? It's not a strategy. It's your team.

Too often underrecognized, high-performing teams fuel innovation, grit, and real results. Our research shows 4 ways leaders can help teams thrive, starting now.

See what's possible:"
1mo,"Exciting news coming out of Viva Technology. Our team on the ground presented our latest whitepaper on seizing the agentic AI advantage.

The paper explores AI agents as the latest frontier in gen AI and their potential to automate business. But unlocking their full potential requires a shift.
Read more. 👉"
1mo,"The semiconductor industry is now one of the most valuable sectors in the world, and it’s also one of the most exposed to global disruption.

As tariffs continue to shift, some companies are staying ahead by building “nerve centers” to respond in real time and plan for what’s next.

Explore how this high-stakes sector is navigating a dynamic new era."
1mo,"Sustainability isn’t a side project—it’s central to how we work and grow. We go where the challenges are toughest, turn climate ambition into measurable results, and apply what we advise to our own operations. 

🎥 Hear from colleagues who accelerate this work every day and learn more about our progress:"
1mo,"Commerce media networks are the next frontier in digital advertising, reaching beyond retail into finance, travel, and more. 

With 21% CAGR and a projected $100B market by 2027, the time to tune in is now.

Explore what’s fueling the shift."
1mo,"We seek to build trust with clients, colleagues, and communities by creating a culture where doing the right thing isn’t a choice—it’s the standard. Discover more: https://mck.co/3ZZEcJC."
1mo,"Viva Technology doesn’t slow down—and neither do the ideas.

Earlier, David Champagne took to the stage to discuss the potential of Scientific AI. Could AI reverse the productivity paradox in Life Sciences?

Dive into our conversation with David to uncover the answers!"
1mo,"Legacy tech slowing you down? You're not alone.

Composable architectures help you ditch the tech debt and move fast, without breaking everything underneath.

Explore how CEOs are rethinking their stacks for speed, scale, and resilience:"
1mo,"Digital factories? Deploying Al agents at scale? This is no longer science fiction.

We caught up with Stéphane Bout at Viva Technology, to hear how the potential of agentic Al goes far beyond productivity gains...

Learn how we are helping organizations deploy agents at scale:

Join us tomorrow atto hear more from our colleagues! Here's the full agenda:"
1mo,"Day one at VivaTech is buzzing! 

Fresh from stage, we caught up with Alexander Sukharevsky, who led a plenary session on agentic Al.

Alex told us how the transformative power of using agents at scale could reverse Edison's adage 'genius is 1% inspiration and 99% perspiration' 💡

See how together with, we are helping organizations deploy agents at scale:

See tomorrow's agenda here:"
1mo,"We’ve been measuring attention all wrong. It’s not just about how long people watch, but how focused they are when they do.

Our new research reveals a smarter way to value attention: one that considers focus, intent, and the job to be done. Spoiler: quality trumps quantity.

Whether you're a brand, creator, or platform, it’s time to rethink your content strategy."
1mo,"What if powerful tools for growth were free and available to everyone?

Through McKinsey.org, we’ve supported thousands of learners and nonprofits worldwide with programs that build confidence, strengthen teams, and unlock potential.

Explore below to learn how we're making a difference."
1mo,"While uncertainty looms, European consumers are holding their ground.

Our latest report shows sentiment ticking up in Q2, even as US consumers grow more wary. Inflation’s still on the radar, but its grip is loosening. Spending on essentials is steady, and experiences like travel and dining? Still going strong.

This cautious confidence sets Europe apart. Dive into the data →"
1mo,"Asia’s markets are diverse, and so are the demands of leading across them.

In a new Leading Asia article, our interview series on what it takes to lead in today’s Asia, Toll Group Managing Director Alan Beacham speaks with McKinsey senior partner Mukund Sridhar about his approach to leadership, ambition, and decision making across the region.

Read or watch their full conversation:"
1mo,"The energy transition is moving, but can the infrastructure keep up?

Our latest report breaks down 10 physical realities that could make or break the shift to low-emissions tech. Explore the full story here."
1mo,"What do orthodontics, music, and AI agents have in common?

McKinsey partner Sohrab Rahimi shares his experiences in becoming an AI expert, and reflects on the team dynamics crucial to solving tough problems.

Explore howis helping reshape the future of work:"
1mo,"Yade once applied for a scholarship through the Turkish Education Foundation (TEV). Years later, as a business analyst at McKinsey, she helped reimagine the entire system. 

In partnership with TEV, we helped launch a powerful new platform, Obigenç, to reach more students faster and with greater impact. It’s a story of full-circle purpose, smart tech, and bold ambition.

Explore what’s possible when mission meets transformation:"
1mo,"Healthy organizations with a strong foundation of alignment consistently deliver value and sustain long-term success. In other words, alignment is key to thriving, not just surviving, in today’s fast-paced world. 

Achieving organizational alignment requires clear direction, a sustainable work environment, and adaptable leadership.

Without these 3 outcomes, even the best strategies can falter. Learn more below and in our blog post here:"
2mo,"Who makes better slides—a McKinsey consultant or gen AI agent? 

As Kate Smaje pointed out in Bloomberg this week, it’s not a competition—it’s a collaboration:

Just take Lilli—the internal gen AI platform we built using's collective knowledge base. Yes, there are Lilli agents that can make slides and charts. But more than that, there are others capable of deep research, data synthesis, and other high-level tasks—real hallmarks of our profession.

Even so, we don’t see tech as replacing consultants… far from it. We see it augmenting us.

What does that look like? More creativity. More ability to drive real change. And more time helping our clients across virtually every industry better use gen AI to improve their business. That’s how we will continue to raise the bar on what’s possible. That’s why we’re all here.

McKinsey consultant or gen AI agent? It’s not an either/or… it’s a very exciting “and.”"
2mo,"Our latest survey of 1,300 nurses across the United States dives deep into the state of the nursing workforce.

We explore how healthcare organizations can empower and support their nurse managers while also improving the workplace for frontline nurses, advancing patient care, and potentially saving up to $700 million per year in this new report:"
2mo,"The aviation industry is enjoying a welcome boost from resurgent postpandemic air travel demand. But economic trends, geopolitical events, and consumer expectations could reshape the business trajectory once again. 

Here's how stakeholders can prepare:"
2mo,"Burnt out but hyper-aware, Gen Z and millennials are rewriting the rules of wellness and where they spend.

Spoiler: it’s not just about green juice and gym gear anymore.

Explore how they’re shaping a $500B+ industry →"
2mo,"Transforming an organization’s culture is no small feat, but it’s essential for businesses striving to outpace the competition. Employees today are looking for more connectivity, purpose, and a sense of belonging. Fostering a strong sense of relatedness among team members can not only lead to improved coordination but also an enhanced ability to solve complex problems.

While changing a culture takes time, there are 5 actions leaders can take to accelerate the process. Find out more:"
2mo,"Tokenized assets could hit $3.8 trillion by 2030—but only if innovation accelerates. 

What drives the difference? Regulation, infrastructure, demand, and risk appetite all matter.

Explore how blockchain technology is accelerating growth in the latest special issue celebrating McKinsey Quarterly’s 60th birthday."
2mo,"The most successful companies aren’t just the most efficient. They’re the ones that are doing things differently.

Senior Partner Chris Bradley explains the strategies ""Standout"" companies typically use to set themselves apart.

Take bold strategic action 👉"
2mo,"Technology plays an increasingly central role in how companies operate and grow.

But without clear alignment between spend and value, many investments fall short.

Explore how leaders can use a deeper understanding of tech economics to improve outcomes."
2mo,"Think tariffs are just a compliance issue? Think again.

Forward-thinking companies are responding with a powerful solution: the geopolitical nerve center. These dedicated teams are helping businesses move faster, plan smarter, and stay competitive no matter what policy shifts come next.

Explore how to build one:"
2mo,"Time and cost are standing in the way of upskilling.

Nearly half of US workers who want to learn new skills cite these as their biggest barriers, especially experienced professionals juggling full schedules.

If we want a future-ready workforce, we need to make learning more accessible. Explore the data and what it means for the future of work:"
2mo,"Emirates Global Aluminium (EGA) is committed to staying at the forefront of innovation and sustainability in the industry. 

From the start of their transformation journey, they partnered with McKinsey to develop advanced AI models that provide immediate feedback to operators, ensuring they adhere to operating procedures and reducing production errors. The impact of this operational improvement is significant. EGA is producing more aluminium with the same resources, enhancing efficiency and safety.

This is just one part of their broader AI-driven transformation, which has already delivered over $100 million in impact. Discover how EGA is leading the aluminium industry with AI and digital innovation:"
2mo,"The US dairy industry faced major headwinds in 2024, from reduced herd sizes and inflation to labor challenges and avian influenza outbreaks. Despite this, dairy leaders remain confident, noting a resurgence in consumer demand. 

To meet this growing interest, executives aim to invest in innovation with 65% of dairy leaders planning to invest in product innovation in the next 3-5 years.

Explore how dairy leaders are shaping the future of the industry:"
2mo,"India is fast becoming a go-to for companies looking to boost resilience and spark innovation. 

The rewards? Lower costs, reduced risk, and a foothold in one of the world’s most dynamic markets.

Explore what it takes to lead the way."
2mo,"Are budget airlines losing altitude in North America?

Low-cost and ultra-low-cost carriers (LCCs and ULCCs) have historically outperformed legacy airlines—but recent data shows the tides may be shifting. What happened, and what can the rest of the world learn from it?

Explore the lessons shaping the future of airline strategy:"
2mo,"Achieving and sustaining growth is tough work—only one in four companies is able to grow profitably and maintain that trajectory over time. 

This week on Inside the Strategy Room, we hear from three McKinsey growth experts, Jill Zucker, Rebecca Doherty, and Kate Siegel, about the mindsets, deliberate strategies, and actions of successful growth outperformers.

We talk about the three growth pathways companies typically pursue:

1. Expanding core business;
2. Moving into adjacent markets; and
3. Pursuing breakout opportunities in new areas.

We also dive into the five mindsets of growth outperformers:

1. Invest in growth during all economic conditions;
2. Be audacious about growth;
3. Listen deeply to customers;
4. Rally a Dream Team; and
5. De-risk growth through excellent execution.

Start your growth journey by listening here:"
2mo,"Is quantum finally having its moment? 

After decades of being “just a few years away,” real-world applications might be closer than ever. Partner Michael Bogobowicz breaks down what’s changing, and what leaders need to do now to be quantum-ready.

Listen to the latest episode of The McKinsey Podcast:"
2mo,"How do you transform an industry? 
 
We partnered with the Turkish Employers’ Association of Metal Industries to launch—an innovation and learning center offering technical assistance, tools, strategies, and training to improve productivity, strengthen competitiveness, and support Türkiye’s transition toward net zero.

So far, MEXT has upskilled more than 30,000 people and equipped over 676 companies for the next wave of digital and sustainable transformation.

Explore what’s possible:"
2mo,"Medtech giants face unique value creation challenges, but the path forward is clear. 

Rethinking strategy, structure, and capital allocation can drive lasting shareholder impact.

Learn how leaders can take action for long-term success:"
2mo,"Most companies still think of wastewater as inevitable. Ecolab Chairman & CEO Christophe Beck calls it what it is—an engineering flaw. 

With demand expected to outpace freshwater supply by as much as 56% by 2030, Beck believes solving the water crisis starts with circularity and business.

Discover how smarter water use can reduce energy demand, decrease costs, and deliver impact at scale."
2mo,"Ready, Set, Cannes! 

We’re bringing together the thinkers, the creative minds, and the innovators who are turning bold ambitions into action.

We have an amazing set of events lined up: from CEO and CMO forums to intimate networking moments to panel discussions that will explore top of mind topics in consumer privacy, geopolitics, and AI -.

We hope to see you there!"
2mo,"Being a great CRO isn’t about having one perfect operating model, its about knowing when to switch between them.

The most agile risk leaders stay grounded in their purpose, yet ready to adapt when the landscape shifts.

Get to know the three CRO archetypes and how to lead with resilience."
2mo,"Gender equity in the workplace isn’t just a social imperative—it’s a strategic one.

McKinsey’s latest Women in the Workplace report expands our research to India, Kenya, and Nigeria— offering new data and insights on what’s holding women back and what organizations can do to close the gap.

While the barriers differ across countries, a common reality emerges: women face steep drop-offs early in their careers and C-suite representation remains below 30% across all three markets.

There is no one-size-fits-all fix—but there are clear pathways forward. Learn more in our new report:"
2mo,"To reduce carbon emissions at scale, you first need to know where they come from. We used Catalyst Zero, our decarbonization tool, to help AGCO Corporation, a global agricultural equipment maker, map emissions across its regions and business units. By processing more than 500K data points with AI, AGCO can now reduce emissions more efficiently and cost-effectively.

Learn how:"
2mo,"More tech doesn’t always mean more results.

As enterprise tech spend grows, smart leaders are asking the tougher question: what are we actually getting in return?

Explore how rethinking the economics of technology today could unlock real productivity gains tomorrow."
2mo,"Resilient companies don’t just survive disruption, they use it as a catalyst for growth📈

True resilience starts in the boardroom, where leaders challenge assumptions, adapt quickly, and build strategies that can weather uncertainty. Is your organization ready to turn disruption into opportunity?"
2mo,"In a complex world of shifting markets, knowing how to apply proven valuation principles is essential. 

For over 35 years, Valuation has served as a trusted resource for executives, investors, and analysts applying a practical, data-driven approach to assessing and managing value.

Order your copy of the new 8th edition of the best-selling guide,
now:"
2mo,"Asia’s continued growth is creating new opportunities—and new complexity—for logistics providers across the region.

In a new Leading Asia article, McKinsey’s interview series on what it takes to lead in today’s Asia, Toll Group Managing Director Alan Beacham speaks with senior partner Mukund Sridhar about how the company is preparing for what’s ahead: focusing on core markets, enabling deeper collaboration across teams, and making decisions that reflect the realities of operating in a region defined by diversity, scale, and speed.

Watch or read their conversation:"
2mo,"ERP transformations are a full C-suite initiative. CIOs, COOs, CFOs, and CEOs take on significant investments in technology modernization to drive ongoing digital and AI advancement.

However, achieving true value requires more than just investment; it demands alignment across the organization. Many companies struggle to realize their full potential when relying on traditional methods.

By harnessing the power of data, networks, and a tech ecosystem of partnerships, businesses can achieve their technological and operational goals—evolving into sustainable and resilient organizations. We're thrilled to be part of SAP Sapphire this year in Orlando and Madrid. Join us as we transform ERP ambitions into actionable strategies.

Whether you're attending the event or looking to engage in a more personalized discussion, we're here to connect with you 1:1 before, during, or after Sapphire. Learn more about
here:

And discover some of our recent insights on tech leadership ⬇️"
2mo,"AI is redefining cybersecurity as we know it. Leaders who solidify system fundamentals while leveling up their tech stack are best positioned to take AI advancements from risk to reward.

Discover three things organizations need to know to stay ahead in this new reality."
2mo,"As airlines rethink how they reach travelers, your booking habits matter more than ever.

Are direct channels the future or just part of a bigger picture?

Vote below and discover how booking behaviors will shape the future of aviation."
2mo,"Our latest Women in the Workplace report expands key research to India, Kenya, and Nigeria, offering new insights on what’s holding women back—and what organizations can do to close the gap. Explore the data⬇️"
2mo,"CEOs don’t need to lead every part of an M&A transaction, but they do need to be involved in the moments that matter. 

We outlined five key actions that help leaders guide deals effectively while protecting their time and focus.

Read more on where to lean in and how to delegate with confidence."
2mo,"From new business models to smarter customer experiences, breakthrough innovations are redefining how companies grow.

Explore 8 bold ideas reshaping industries in McKinsey Quarterly’s 60th anniversary series on what’s next for business and society.

Start here:"
2mo,
2mo,"Many companies are racing to adopt AI, but only some are building the trust needed to scale it safely and successfully.

Our new isights show that investing in responsible AI now leads to stronger business outcomes, from efficiency to reputation.

Explore what sets AI trust leaders apart, and why falling behind isn’t an option."
2mo,"What makes a site distinctive in manufacturing? 
 
At Bosch Mobility’s Suzhou Lighthouse factory, lean principles and Industry 4.0 come together—using virtual simulations and knowledge graphs to boost efficiency, speed up ramp-ups, and drive sustainable impact.

is part of the Global Lighthouse Network (GLN), a global community of over 180 sites recognized for their breakthroughs in technology, talent and sustainability.

▶️ Watch the full interview with, COO of Bosch Mobility China, to learn more about their Lighthouse journey.

The Global Lighthouse Network is a World Economic Forum initiative. The initiative was co-founded with McKinsey & Company and is counselled by an advisory board of industry leaders. Learn more at:"
2mo,"Tariffs have become an urgent topic for many businesses and the world economy. 
 
Even as top executives grapple with the immediate challenges posed by tariffs, what comes next is not always clear. Business leaders face a highly uncertain environment with few parallels to guide them.

Join Senior Partners Cindy Levy and Shubham Singhal for a LinkedIn Live event tomorrow, where they'll discuss how business leaders can gain an edge by identifying near-term and long-term strategic actions in the face of rapid changes to trade policy:"
2mo,"Orphoz: Turning Strategy into Impact

As part of McKinsey & Company, Orphoz delivers long-term, sustainable results by bridging the gap between strategy and implementation.

Collaborating closely with McKinsey’s extensive network of industry and functional experts, we bring strategic recommendations to life. With access to McKinsey’s insights and expertise in areas like Transformation, Merger Management, and Digital, we equip clients with the tools, capabilities, and discipline needed to drive change.

At Orphoz, we build on McKinsey’s strategic excellence to deliver lasting transformation."
2mo,"Europe's Technology, Media, and Telecom (TMT) sector is facing a pivotal moment ⚠️

While the global TMT sector has boomed, European companies have lagged, missing out on billions in market capitalization.

But…everyone loves a good comeback story. What transformations will drive this resurgence? How can leaders address challenges like market fragmentation and access to capital?

Our colleagues Aamanh Sehdev, Benedict Vanderspar, Davide Schiavotto, and Ruben Schaubroeck, with Ege Caliskan, Jamie Vickers, Luke Jesson, and Marko Pavlovic have identified 5 emerging battlegrounds in our latest report:"
2mo,"He didn’t have the title, but he had a point of view. Hear Ben’s story about getting put on the spot—and stepping up—during his first days on the job.

Ready for your “step up” moment? Learn more about working at our firm ➡️"
2mo,"For Emirates Global Aluminium (EGA), optimizing operations is crucial for maintaining industry leadership. EGA set out to enhance this by leveraging AI-driven solutions. 

Together with McKinsey, EGA strategically built and embedded AI tools across its production and supply chain processes. The result? Improved operational efficiency, better resource management, and a leading position in the global aluminium industry.

Discover the full transformation story:"
2mo,"Still hitting a wall on the way to management?

For many women, it’s not about skill or ambition; it’s the broken rung on the corporate ladder. But there’s a way up: building your experience capital.

Discover more in the latest issue of McKinsey Quarterly’s Five Fifty:"
2mo,"With new growth pools opening up, more CEOs are putting business building at the center of their growth strategy.

To help our clients think bigger, build and scale bigger, we are proud to introduce McKinsey Business Building, the evolution of Leap by McKinsey.

More unthinkable concepts will be born and scaled from large enterprises to later-stage scale-up companies, all with a business-building playbook enriched by the experiences of building and scaling 700+ ventures over the last seven years.

Get a sneak peek:
👀"
2mo,"Gen AI won’t magically fix supply chain woes, but it can unlock big gains in efficiency and decision-making if deployed with intention. 

Think copilots, virtual dispatchers, and smarter routing.

Want to hear how leaders are making it real? Tune into the latest episode of McKinsey Talks Operations."
2mo,"Want a seat at the table? 
Our colleagues are in the room, with the clients, part of the conversation…from Day 1. 🎯 
Discover what it’s really like working here ➡️"
2mo,"From aging populations to persistent talent shortages, labor markets in advanced economies are under pressure, and it's reshaping GDP growth.

Explore 20 charts that tell the full story:"
2mo,"Government subsidies and industrial policy activity have nearly quadrupled since 2017, reshaping markets around the world.

Leaders who understand these changes can make more informed investment decisions and uncover new opportunities. ➡️"
2mo,"Gen Z is more open to manufacturing careers than you might think—but getting them through the door (and keeping them there) is still a challenge. To win their interest and loyalty, manufacturers need a new game plan.

We break down what Gen Z really wants—and how to meet them where they are.

Tap into the insights:"
2mo,"The ability to compete increasingly hinges on how well organizations can develop software products and services. 

Nearly 70% of top economic performers use their own software to set themselves apart from competitors.

Discover how companies can stay ahead with generative AI by adapting their talent strategies and focusing on how AI will reshape the product development lifecycle. ➡️"
2mo,"Building bridges to better careers💼 

Each year, 1.7 million people turn to Goodwill Industries International for job training, placement, and support. To help even more people access meaningful work, we helped Goodwill enhance its Opportunity Accelerator®—making career support services more connected, accessible, and impactful.

See how this work is expanding access across North America:"
2mo,"Transformation is a complex undertaking that relies heavily on achieving behavioral change within an organization. 

On the Inside the Strategy Room podcast this week, three McKinsey transformation and organizational health experts discuss the common pitfalls companies face when attempting to transform, and share tips for avoiding them.

You can listen to the episode here:"
2mo,"Being a CEO today is a high-performance sport. The pace is relentless, the pressure is real, and staying at the top takes more than strategy.

Global Managing Partner Bob Sternfels and Senior Partner Daniel Pacthod break down five leadership moves inspired by elite athletes that can help leaders thrive, not just survive.

Explore the practices powering next-level performance."
2mo,"We’re underinvesting in one of the most cost-effective ways to tackle the global disease burden: mental health. 

Every $1 invested in mental health interventions could return up to $6 and boost global health and wealth.

Here’s why mental health should be everyone’s business."
2mo,"Fashion leaders are facing a complex year, but there are clear paths forward.

From shifting consumer behavior to the role of AI and in-store experiences, our latest podcast explores what brands can do to navigate 2025 with confidence.

Listen now for actionable insights from our State of Fashion report."
2mo,"AI is fueling massive demand for compute power, and the stakes are high. 

Companies that can read the signals, scale smartly, and secure resources early could shape the future of AI itself.

Here’s how investors can stay ahead of the curve:"
2mo,"Employees with gen AI skills are in high demand—and many are ready to move on. 

So what will make them stay? On The McKinsey Podcast, talent leaders Aaron De Smet and Brooke Weddle break down what these professionals value most—and how leaders can keep them engaged.

Listen here:"
2mo,"McKinsey’s latest Women in the Workplace report—now extended to India, Nigeria, and Kenya—sheds new light on the systemic barriers women face in advancing their careers. 

Despite strong workforce participation, women remain underrepresented in leadership, with C-suite representation below 30%. The report outlines a three-step roadmap for organizations ready to act:

✅ Diagnose talent pipeline challenges
✅ Design inclusive policies
✅ Monitor progress with accountability

Read the report:"
2mo,"At 联宝(合肥)电子科技有限公司 (LCFC), Lenovo’s Hefei Lighthouse factory, a value-driven digital transformation and workforce empowerment are redefining smart manufacturing.

With 40+ digital use cases already live—and plans to scale tenfold—we’re redefining what’s possible in manufacturing and helping our partners do the same.

LCFC is part of the Global Lighthouse Network (GLN), a global community of over 189 sites recognized for their breakthroughs in technology, workforce enablement, and sustainability.

📺 Watch the full interview with(Xiaohui Ding), LCFC CEO & VP of Lenovo, to learn more about their Lighthouse journey.

The Global Lighthouse Network is a World Economic Forum initiative. The initiative was co-founded with McKinsey & Company and is counselled by an advisory board of industry leaders. Learn more at:"
2mo,"Tech nonprofit Per Scholas teamed up with McKinsey.org to supercharge its ability to grow, through smarter systems, stronger alignment, and a sharper focus on what matters most: people.

See how intentional partnerships have unlocked real impact for employees, learners, and communities:"
2mo,"AI isn’t just a buzzword anymore—it’s showing up in boardrooms, factories, and customer chats across every major industry. 

Our latest report breaks down how gen AI is being used where it actually drives value.

Explore the insights to see where your industry stands:"
2mo,"What does sustainable and inclusive growth look like?

The pace of change in 2024 was unlike anything we've seen before. But amid geopolitical shifts and technological disruptions, we found “bright spots” – beacons of opportunity, collaboration, and growth.

Here are some of the ways our colleagues and clients helped bring these “bright spots” into the world this past year:

📈 Our clients contributed one million new jobs, more than 80% of reported carbon emissions reductions, and 18% of global GDP growth.

1️⃣ For the second year in a row,andnamed McKinsey the top company for future leaders.

🤝 We helped build more than 100 businesses, creating thousands of jobs.

🌍We supported 19.6M people toward economic opportunity through our nonprofit partners and pro bono programs.

Explore further:"
2mo,"Feeling uncomfortable? Good.
That’s where performance kicks in.
Call it the athlete mindset. Or the CEO mindset. Either way—it’s how you get better, fast."
2mo,"To become a high-income nation, Indonesia must cultivate five critical forms of capital: financial, human, institutional, infrastructural, and entrepreneurial. 

Currently, these are underdeveloped and hinder the growth needed to triple the number of larger companies and create higher wage jobs.

Understand how boosting these key enablers can unlock Indonesia's potential:"
2mo,"What if your kids didn’t just learn about the world, but lived the experiences it offers? 

One family turned a dream into a year-long global classroom, discovering lessons far beyond textbooks.

Dive into their worldschooling journey—and maybe start imagining your own."
2mo,"Nearly half of the global population—and 80 percent of patients in certain therapeutic areas such as immunology—are women. Yet, treatments are frequently developed without tailored insights for female patients. 

This
, we’re looking at how biopharma companies can help close the women’s health gap to enhance the effectiveness and safety of treatments for all patients:"
2mo,"Disruption is the new normal—but are you ready for it?

In a candid conversation on Inside the Strategy Room, Michèle Flournoy shares how leading companies are building geopolitical resilience with smarter risk strategies and AI-powered scenario planning.

Listen in for practical insights from the front lines →"
3mo,
2mo,"What sets Standout companies apart?

It’s not just about doing things better—it’s about doing them differently. These bold organizations lean into five powerful strategies to break from the pack.

See what they are:"
2mo,"We are moving from an era of individual leaders to an era of networked leadership teams that steer the organization toward sustainable, inclusive growth. 

Adopting a new leadership model requires a change in mindsets and ways of working. This means making 5 fundamental shifts that expand on leaders’ traditional skills, allowing them to evolve while also helping their organizations thrive.

Discover more about a human-centric approach to CEO leadership:"
2mo,"Everyone talks about the glass ceiling—but what if the real barrier presents itself earlier in the career journey?

The Broken Rung is the first step on the career ladder where women are most often held back. In this McKinsey Podcast, our experts unpack why this critical moment is so often overlooked, and what organizations can do to fix it.

If we want to see more women in leadership, it starts with changing how we promote, starting at the critical first step to manager.

Listen now to understand the data—and the solutions:"
2mo,"Tech may spark change, but people power it.

The most advanced manufacturers embed digital into every corner of their operations, creating new roles and capabilities to bring transformation to life.

Discover how Lighthouses are redefining who drives innovation:.

The Global Lighthouse Network is ainitiative. The initiative was cofounded with McKinsey & Company and is counseled by an advisory board of industry leaders who are working together to shape the future of global manufacturing. The advisory board includes Foxconn Industrial Internet, Johnson & Johnson, Koç Holding, McKinsey & Company, Schneider Electric, and Siemens. Sites and value chains that join the network are designated by an independent panel of experts."
2mo,"This 
hashtag
#InternationalNursesDay we’re highlighting the critical role nurse managers play as the backbone of the nursing workforce.

Based on our recent survey of 1,300 US nurses, we found that healthcare organizations have the potential to save up to $700 million annually—and improve care—by strengthening manager support and reducing frontline-nurse turnover.

Learn more here:

This
, we’re celebrating the care, commitment, and impact of nurses everywhere—including our own. Thank you for all you do."
2mo,"The most successful companies aren’t just the most efficient. They’re the ones that are doing things differently.

Fewer than 100 “Standout” companies accounted for two-thirds of productivity gains in a new study of 8,300 large firms across Germany, the UK, and the US.

explains the strategies these Standouts typically use to set themselves apart from other companies.

Take bold strategic action 👉"
2mo,"EV adoption is still stuck in neutral for many. 

Our new survey shows range, price, and charging concerns top the list for hesitant buyers. Here's what it’ll take to shift gears:"
2mo,"What happens when art meets smart tech? 

Visitors to Brazil’s most beloved museum now get faster access, easier ticketing, and a smoother experience—thanks to a new digital platform we helped bring to life with.

Here’s how it’s transforming cultural access, one masterpiece at a time →"
2mo,"As the world navigates trade tensions and economic uncertainty, one thing’s clear: without balance and trust, growth stalls. 

The smart move? Look ahead with both a microscope and a telescope.

See how today’s CEOs are planning for what's next—and why it matters more than ever."
2mo,"The qualities that make someone a great leader aren’t always the loudest ones.

Empathy, humility, and self-awareness often go under-recognized, but they’re essential. Our research shows how organizations can rethink how they identify and develop leadership potential.

See how to help the right talent rise:"
2mo,"Not all risk leaders work the same, and that’s a good thing.

Our latest research explores three CRO archetypes—Architect, Protector, and Business Accelerator—and how each navigates priorities, time, and leadership style. The most effective leaders? They know when to shift gears.

See which archetype fits your style, and when to evolve:"
2mo,"Behind every standout CEO is a strategy—and a story.

Carolyn Dewar dives into shareholder letters to decode how today’s top CEOs are setting vision, signaling culture, and shaping the future. ⬇️"
2mo,"Living longer and healthier can help people be more productive in the workplace. 

Here are three ways in which the US government and the healthcare system can work together to create a more sustainable system that delivers a better experience for all:"
2mo,"Data isn’t just numbers; it’s a catalyst for transformation.

For our work with Aviva that meant 80+ AI models built, 40,000 hours of employee training, and a 7x boost in Net Promoter Score. Curious how we did it? Discover the story behind the numbers ➡️"
2mo,"This 
hashtag
#TeacherAppreciationWeek, we’re celebrating some of our colleagues who used to be in the classroom—and are still shaping student success from behind the scenes.

Explore how we're working to improve education outcomes:"
3mo,"What if a handful of companies could lift an entire economy?

New McKinsey Global Institute research shows that’s not just a theory—it’s reality. Out of 8,300 firms studied, fewer than 100 drove the majority of productivity growth in the US, UK, and Germany.

We call them Standouts. Here’s what they’re doing—and why it matters.

Read the report:"
3mo,"Geopolitical volatility isn’t just on the horizon—it’s already shaping how companies operate. For CIOs and CTOs, managing risk today means looking beyond traditional failure points and asking: Where are we vulnerable now, and what’s coming next?

Explore 9 failure modes tech leaders should be thinking about—and how to get ahead of them:"
3mo,"80 percent of national productivity growth comes from a few dozen standout firms—and helping more “stand out” could provide much needed gains worldwide. But how? One answer: Be bolder. 

That’s my takeaway from’s new report, “The power of one: How standout firms grow national productivity.” By analyzing 8k+ large firms across sectors in the US, UK, and Germany, we found that productivity growth doesn’t come from many companies moving inch by inch—it comes from a handful going a mile.

Contrary to what many might think, most standouts aren’t tech superstars or new disruptors—instead, the majority are middle-aged, established firms with diverse profiles. But the one thing they all share in common? Bold strategy.

Scaling new business models and tech. Shifting regional or product portfolios. Reshaping customer value props. Building scale and network effects. Transforming operations to boost efficiency and reduce cost. These are the bold moves powering productivity growth—and a path forward for future “standout” firms around the world.

Lots more to dig into in the report, which you can find here:

The last thing I'll say is that I'm extremely proud to see many of our clients represented among these standouts. Just a dozen more could double national productivity growth from current levels. Who’s ready?

Thanks to,,,,,,, andfor driving this—and to all our colleagues helping clients stand out around the world."
3mo,"Healthier employees, stronger businesses. 

Six key shifts can help work work better—for people and performance. Explore what’s possible for a healthier workforce."
