timestamp,post
2mo,"BCG EDGE is where innovation meets impact, uniting thought leaders, tech partners, and breakthrough tools.

At the EDGE Expo, attendees explore the future of tech and AI, discover new value-creation strategies, and experience cutting-edge solutions firsthand.

Stay tuned for updates from the EDGE Expo."
2mo,"At first glance, 2024 looked like a comeback year for banking. Profits rose and investor confidence returned. But the recovery was largely driven by external factors, and core business models remain vulnerable.

BCG’s new report, Fit for Growth, Built for Purpose, warns that traditional banks are at risk of being sidelined by rising fintech and nonbank challengers.

The report highlights four strategic approaches that today’s banking leaders are already pursuing – all of which require strong digital capabilities.

As BCG’sexplains, AI adoption at scale can push the frontiers of digitization to a whole new level."
2mo,"A new BCG survey about Europe’s competitiveness reveals the hopes and fears of business leaders. 

Find out more:"
2mo,"Sustainable food means more than just protecting the environment. There are also choices around sourcing locally, fair labor, animal welfare, and packaging.

BCG’sand Sysco’sdiscussed this topic over dinner. They highlighted the role of local sourcing in reducing carbon emissions and strengthening regional economies.

Consumers can support sustainability by choosing local, sustainable foods and adjusting their consumption habits.
And companies will adapt to meet the growing consumer demand for cost-saving products.

Success requires collaboration from both sides.

Watch the full video here:"
2mo,60% of business leaders recently surveyed by BCG said forming joint ventures and partnerships will be more critical for growth over the next three to five years than pursuing M&A. Explore the five steps CEOs can take to drive JV success:
2mo,"A tariff command center can protect hundreds of millions of dollars in revenue and profits against potential fallout.

Think of it as a “situation room,” complete with charts and dashboards to track developments in real-time. And this need is urgent: Levy increases (amid evolving deals and pauses) impact approximately $1.8 trillion worth of traded goods.

Here's how tariff command centers can help CEOs build more resilient businesses and turn volatility into a competitive edge."
2mo,"BCG has released its Annual Sustainability Report, Scaling Impact in a Changing World. As well as showcasing the positive impact the firm delivers with our clients, it highlights internal progress. In 2024, BCG reduced our GHG emissions per employee 58% compared to 2018, and stayed on track to neutralize 100% of residual emissions by 2030.

In addition, BCG continues to prioritize employee well-being and development earning over 60 employer awards for our high-performance workplace in 2024.

Read more about this and more in the full report:"
2mo,"How can clients get more value faster, and take advantage of the powerful technology at their disposal? BCG's Allon Glaser, he/him shares his observations from 
hashtag
#SAPSapphire."
2mo,"From high-protein snacks to wellness drinks, consumer preferences are changing fast. 

That means many established consumer goods firms need to reinvent their innovation strategies to avoid losing ground to challenger brands.

Here’s how:"
2mo,"SAP Sapphire is underway here in Orlando. BCG's delegation unpacks today's events as they unfolded.

All eyes are on AI Agents, as BCG’sandshared the unique approach to driving value from AI and Agentic workflows.

Providing a strategic lens on the week's development, BCG will be sharing daily highlights.

Stay tuned."
2mo,"When Viviana Moriggi joined BCG in 2020, she was onboarded remotely and wasn’t sure what to expect. What she found was a united team that empowered her to grow—and trusted her to lead.

As a Senior Executive Assistant, she’s built connections across teams, mentored new colleagues, and helped shape how her team collaborates globally.

See how Viviana helped build a go-to resource for her team and found new ways to grow her career along the way:"
2mo,"What are the challenges that governments face today and how is AI uniquely positioned to address them?

’s, explains how AI can cut through bureaucracy, boost efficiency, and build trust in government.

Read the full article here:"
2mo,"While summer is only weeks away, companies are looking ahead to the holiday season. With tariff uncertainty mounting, leading retailers are shifting from reaction to readiness. 

BCG’sjoinedEvening News to outline how companies are staying ahead by:
◾ Navigating rising input costs
◾ Reconfiguring supply chains
◾ Standing up “command centers”

Watch the full segment to see how retail leaders are preparing for what’s next:"
2mo,"Would you rent your bike? Or take it back to the shop for repair?

These are some of the ways sporting goods brand Decathlonis making sport more sustainable. With BCG’s support, Decathlon accelerated its circular transformation across four key areas: repair, second-hand, rental, and recycling.

Over five months, they identified market opportunities, defined the capabilities needed to scale, and built a roadmap for profitable growth—ultimately leading to more than one million second-hand products sold and buy-back programs in 23 countries.

Decathlon’s journey shows how circularity can unlock growth, deepen customer engagement, and improve profitability while reducing environmental impact.

See the video for how BCG collaborated with Decathlon:"
2mo,"Imagine a dedicated facility to understand the implications of evolving trade policy—complete with charts and dashboards—that track developments and simulate their impact.

This is a tariff command center. It helps CEOs steer businesses toward the best possible outcomes.

Up next, here's a three-phase approach to help leaders build an informed, action-oriented plan."
2mo,"New BCG projections suggest that US passenger and light vehicle sales could fall from 15.1 million this year to 14 million in 2026, before recovering in 2027.

Underlying forces, like tariff shifts and supply chain friction, could have long-term effects across the industry.

Read the full analysis and explore the three tariff scenarios here:"
2mo,"Customers are watching prices more than ever.

This is according to Sonya Gafsi Oblisk of Whole Foods Market, which is working closely with suppliers to manage costs and make investments to bring prices down."
2mo,"The energy transition relies on physical resources like aluminum, boron, and graphite. But will there be enough to advance climate goals?

In her, BCG’s Marielle Remillard explores the material constraints of the energy transition. She explains how design choices, supply bottlenecks, and substitution strategies will shape sustainability outcomes and major industrial and economic opportunities.

Watch the full talk here:"
2mo,"What defines a top value creator in today’s market?

BCG’s 2025 Value Creators Rankings track long-term Total Shareholder Return (TSR) across 2,345 companies and 35 industries, offering a data-driven view of what it takes to outperform through volatility.

From Asia-Pacific’s dominance in the top 100 to a surprising surge in traditional industrial sectors, the findings show that value creation is no longer concentrated in one region or sector.

More than a leaderboard, the report explores the strategic behaviors and introduces corporate vitality as a new way to assess who’s positioned to lead next."
2mo,"Tariff turmoil may stifle M&A deal enthusiasm for now, but it won’t last forever. BCG research has found that deals made during down markets generate higher returns on average.

These five deal archetypes are likely to dominate once dealmaking rebounds. Whichever the type of deal, CEOs will need to be savvy to prepare for whatever the global economy throws at them."
2mo,"According to BCG's Vladimir Lukic ""Tech needs to be at the core of any business that wants to compete today."" 

At the Milken Institute Global Conference 2025, he shared how companies can make that a reality from building foundational tech and AI literacy to rewiring incentives and workflows to keep pace with change.

Watch the full conversation!"
2mo,"No quarter given: While CEOs scramble to respond to the threat of higher tariffs, investors are still holding them to their earnings forecast. Supply chain resilience, profit margins, and debt levels are also under scrutiny."
2mo,"AI agents are distinguished by their ability to act — to observe, understand, plan, and do. They unlock transformative value far beyond simple automation, helping companies achieve their most important business objectives.

In our latest article, we explore why companies should embrace AI agents and how these technologies can be used to reshape core business processes."
2mo,"Join us at 
hashtag
#SAPSapphire in Orlando to see how BCG is helping organizations build lasting competitive advantage with SAP. From Agentic AI to ERP modernization, our experts will share how we’re turning vision into value faster, smarter, and more sustainably.

Follow for insights and learn more about the BCG and SAP's partnership:"
2mo,"92% of major cyberattacks start with an email. 

As AI continues to transform how we work, it's also arming cyberattackers with new tools—accelerating the speed and sophistication of their attacks.

At
,, CEO atjoined the BCG Studio to discuss a growing concern: traditional cybersecurity strategies aren’t evolving fast enough to meet today’s AI-powered threats.

Watch the full conversation."
3mo,"With long lead times, locked-in pricing, and high uncertainty around tariffs, decisions made today will determine not only what customers see this holiday season but how profitable it will be.

BCG’sbreaks down how retailers should adapt based on how important seasonal sales are to their business:

▪️ If seasonal is a small part of your sales: Consider dramatic cuts, dynamic pricing, and flexible merchandising plans.

▪️ If seasonal is central to your business: Buy conservatively but protect your core holiday products. Build agility into pricing and localization strategies.

▪️ If you're somewhere in between: Model for extremes and prepare now to flex in-season.

Check out the full article to learn how actionable strategies now will help deliver festive holiday experiences:"
3mo,"Many of the world’s most important food crops are under increasing pressure.

Staple foods such as wheat, rice, and bananas face a confluence of growing pressure from extreme weather, trade, and political factors.

To understand the challenges and help develop solutions, BCG andmodeled the projected decline in global production of 15 key crops by 2050.

Learn more about the practical actions leaders can take to strengthen supply chain resilience and ensure long-term food security:"
3mo,"Stefanie Khaw first encountered BCG over 10 years ago. What started as a curiosity soon turned into a calling.

From transitioning to consulting and upskilling in climate strategy to embracing flexibility through BCG Flex, a model that supports her four-day workweek so she can spend more time with her young children, Stefanie’s story is a testament to the support and growth that define life at BCG.

Read more about Stefanie’s journey:"
3mo,"Claudia Okonkwo, PhD's path to BCG began during her PhD in chemical engineering. She was drawn to consulting by her love of problem-solving and a desire to understand how businesses operate.

Now a Principal, Claudia leads with a mentorship mindset. She coaches teams, supports colleagues, and helps others grow just as others supported her.

She brings to life one of BCG’s core values: grow by growing others.

Discover how she’s shaping the next generation of leaders:"
3mo,"You can have the perfect change plan, but if people resist, it won’t succeed.

In her TED@BCG talk, Kristy Ellmer reminds everyone that change is hard, but it doesn’t have to be.

By humanizing change people are supported, motivated, and less overwhelmed. That's when they are far more likely to embrace new directions and grow.

Watch her fullTalk to learn more:"
3mo,"Creating more age-friendly cities is essential for both the quality of life of senior citizens and future economic growth. 

Businesses will need to adapt their products and services. For example:

🔌  Accessible power outlets in hotel rooms
🚶🏾‍➡️ Pedestrian crossings for slower walking speeds
🌳  More benches and handrails in parks

Find out more:"
3mo,"The world’s friendliest icon – the like button – gets tapped 7 billion times a day.

What begins as a simple thumbs-up cartoon unfolds into a story full of surprises and unexpected mysteries. Discover its evolution with BCG’sand and the man who participated in it’s invention,."
3mo,"How are US CEOs navigating the growing uncertainty around tariffs and trade?

In a recent interview with PBS News Hour, BCG’s Global Chair Rich Lesserdiscussed the profound challenges businesses are facing amid ongoing trade negotiations. As Rich explains, while tariffs themselves present difficulties, the greater obstacle is the unpredictability of future developments.

This uncertainty is delaying critical investment decisions, as companies hesitate to move forward with major deals, new manufacturing facilities, and infrastructure projects. Rich also notes that potential labor shortages across key US industries and risks to supply chain resilience are intensifying the complexity of the current environment.

At the same time, consumers could soon experience the impact in everyday goods - from bananas to bridal gowns - if trade disruptions continue.

Watch the full segment here:"
3mo,"In addition to their traditional advantages in cost and resources, companies in the Asia-Pacific region are expanding globally through innovation, cultural influence, and strategic risk-taking. 

To succeed in the evolving global landscape, APAC firms need to enhance their geopolitical awareness, adapt products for local markets, sustain technological leadership, and meet rigorous ESG standards.

Learn more:"
3mo,"Financial analysts were far more prepared than most CEOs for the US tariffs announced on April 2, the second edition of the CEO Radar has found.

BCG’s Global Chairand, head of BCG’s team in Central Europe, joinStudios to discuss findings from the report.

Read the full report now:"
3mo,"North America’s packaging industry is at a turning point.

Five forces—trade disruptions, sustainability regulations, changing consumer expectations, e-commerce, and health concerns—are reshaping how goods are packaged and presented.

To stay ahead, companies must embrace flexible operations, minimize environmental impact, and design packaging that meets evolving demands.

To find out more, read the full article here:"
3mo,"In a recent conversation with Forbes, BCG's Nathan Shenck urges retailers to act now during the 90-day period before certain tariffs take effect to build resilience and agility. 

From establishing cross-functional command centers to implementing scenario-based plans, proactive steps taken today can help retailers navigate uncertainty tomorrow.

While disruption is always a challenge, it can also create opportunities for retailers to strengthen their competitive advantage.

“The good news is that by investing in these tools and capabilities now, it will help not just in the near term for tariff response, but in the long run once things get back to ‘business as usual.’” says Shenck

Learn how retailers can lead through uncertainty:"
3mo,"BCG is proud to be part of the conversation at this year’s Milken Institute Global Conference.

The 2025 theme, ""Toward a Flourishing Future,"" brings together global leaders to tackle today’s most pressing topics—from geopolitical tensions and economic uncertainty to the rapid advancement of AI.

Follow along as we share fresh insights, thought leadership, and BCG perspectives from the event.

Learn more about BCG at
:"
3mo,"What happens when the future doesn’t unfold as predicted for businesses?

That’s the question C-suite leaders are grappling with as they confront the implications of tariffs, including:
▪️ Uncertainty that stalls capital investment
▪️ Labor shortages just as demand surges
▪️ Supply shocks that make global sourcing unreliable

In a conversation with Liz Claman on, BCG’s Global Chair,breaks down how leaders can navigate these complexities:"
3mo,"BCG is proud to serve as a Knowledge Partner at the 2025 SEMAFOR World Economy Summit — shaping critical conversations on global growth, resilience, and innovation.

Join us on April 24th as BCG experts includingandtake the main stage to share bold ideas and insights driving the global economy forward.

Register here for the virtual broadcast:"
3mo,"AI-enabled procurement extends beyond efficiency. It offers clear, measurable cost savings, reduces risk exposure, and enables teams to direct their efforts toward strategic priorities. Companies adopting AI now can secure a substantial edge over competitors in the evolving market.

To fully capture the value of AI in procurement, businesses must focus on four key steps. Read the full article to learn more:"
3mo,"How can CIOs get real value from AI agents?

Reshaping processes is just the beginning. To succeed, CIOs must look past the hype, align stakeholders, and define how agents will interact with employees, systems, and customers. It takes a clear roadmap—from use case to tech stack to scaling."
3mo,"In Africa, there is growing momentum to scale AI. 
 
More than 2,000 African leaders, businesses, and decision makers gathered this month in Kigali, Rwanda for Africa’s first Global AI Summit.

And an African technology firm is building the continent’s first data center powered by Nvidia’s AI supercomputers. The new facility in South Africa is set to come onstream in June.

Find out more below:"
3mo,"In a global economy marked by geopolitical uncertainty and rising capital costs, growth is no longer a given.

But new research from BCG flips the script: tough times might be the best time to spark growth.

After analyzing 1,700 corporate transformations over the past 20 years, BCG found that those launched during downturns were more likely to succeed than those started in boom years.

Learn more here:"
3mo,"When it comes to promoting team growth, leaders have a responsibility. For Google Cloud's Blessing Nnachi, it is crucial they encourage experimentation, recognize desirable behaviors, and adapt leadership to each individual. With clear expectations, support, and a clear direction, leaders and their teams will thrive."
3mo,"From renewable energy to urban transport, the engineering services firm COWI needed to make faster decisions and double down on innovation and digital solutions.

That’s why it launched a strategic transformation program with the help of BCG.

In the video below, BCG’sandCEO Jens Højgaard Christoffersen discuss how they transformed the company while also preserving the culture."
3mo,"If you’re struggling to make sense of the dizzying number of announcements on tariffs, try this simple framework.

In, authors fromanalyze the global impact as a sequence of supply and demand shocks, depending on whether a country is tariffed or imposes tariffs."
3mo,"To date, AI has generated more talk than value for the insurance industry.

Early-stage pilots have shown potential, but many have fallen short. Scaling remains a challenge, and the rapid development of generative AI and AI agents is fueling further uncertainty.

But some insurers are moving ahead. BCG’s new report shows how early leaders are seeing results across core functions, from claims to customer service, and what it takes to follow their lead.

Read ‘How Insurers Can Supercharge Their Strategy with AI’:"
3mo,"""No company has too much money to invest."" And that’s what makes cost transformation so imperative, according to Karin von Funck, who leads BCG's global zero-based transformation and cost work. 

She joined the
The So What from BCG to talk about why all companies benefit from managing their costs and investments rigorously—now more than ever. Even though, according to recent BCG research, one out of three CEOs does see
management as a priority, Karin believes that figure should be three out of three.

Tune in to hear how to trim the fat, keep the muscle, and parlay cost transformation into a winning edge."
3mo,"From Melbourne to New York, Kas Yakupitiyage embraced global mobility at BCG.

With support from mentors and colleagues, he navigated the transfer process and quickly settled into his new role in the US—taking on high-impact cases in a dynamic market.

Read about his journey and what it’s like to build a global career at BCG:"
3mo,"What if the answer to better business performance wasn’t just working harder, but enjoying work more?

In herTalk, BCG’sshares why employee enjoyment is becoming a critical differentiator for organizations. Drawing from years of research, Rosie outlines three evidence-backed strategies to make work more enjoyable:

✔️ Focus on what brings joy
✔️ Reduce common frustrations
✔️ Keep experimenting

The results speak for themselves. Organizations that prioritize enjoyment see stronger employee retention, greater engagement, and better business outcomes!

Watch her full TED@BCG talk to learn more:"
3mo,"The European Union’s first round of pending retaliation against US tariff increases indicates the intention to take a tactical and incremental approach to the developing trade dispute with Washington.

The EU's different approach to selecting products to target considers four main factors:
• The value of imports from the US.
• The availability of alternative, non-US sources for those products, which could help businesses avoid automatically passing on the cost of tariff increases to consumers.
• The location of US production.
• The likely impact of US retaliation on EU producers.

Learn more about what comes next and the key moves for EU importers:"
3mo,"The ability of biopharma companies to bring new drugs to market is under threat: a steep “patent cliff” due to the expiry of patents on leading drugs impacts revenues and will put pressure on margins, which are essential to funding ever more complex and costly R&D.

That is creating an urgent need to protect margins by controlling costs. Unlike other industries, many biopharma companies haven’t yet developed strong cost-management capabilities. That is starting to change.

Companies that adopt a strategic, end-to-end approach—across R&D, manufacturing, sales, and operations—have an opportunity to unlock lasting savings and strengthen margins.

Learn more about the four levers that can drive cost efficiency and long-term performance for biopharma companies here:"
3mo,"Generative AI is transforming the way organizations approach cloud strategy.

Dana Berg, CEO of SADA, An Insight company, says AI is no longer just a technical capability - it's a business imperative for the cloud.

More insights coming from the BCG Studio at Google Cloud Next."
4mo,"Live from Google Cloud Next in Las Vegas, join Djon Kleine, Managing Director & Partner at BCG and Raj Pai, Vice President, Product Management, Cloud AI at Google Cloud, for a dynamic discussion on the impact of AI agents across industries. Explore how AI agents are already optimizing operations, the challenges of scaling AI-powered automation, and the strategies leaders need to build high-performing teams."
3mo,"Great workplaces aren’t built overnight—they’re shaped by the people who bring them to life.

We’re honored to be named one of's Top Companies of 2025 in the UAE, France, Singapore, and Brazil. This recognition reflects our continued focus on building an environment where people are supported to grow their careers, develop new skills, take on bold challenges, and make an impact that matters.

Thank you to our 33,000+ BCGers around the world for making BCG a place that allows meaningful careers to begin and thrive."
3mo,"We’re live at 
hashtag
#GoogleCloudNext this week exploring the future of cloud, AI, and cybersecurity.

Tune in for live reactions and bold ideas on the latest including:

🟢 The impact of AI agents across industries
🟢 The evolving cloud infrastructure
🟢 Cyber risk capabilities that matter most to organizations

Find us at the BCG lounge."
4mo,"Frontline workers are being left out of the AI boom. XR can help close the gap by boosting efficiency, easing burnout, and scaling expertise where it’s needed most.

Up next, here's how companies can support and scale their frontline talent, fast."
4mo,"The new US tariffs announced this week signal two things:

First, we're entering a new era of trade and economic relations.

Second, uncertainty is set to define global trade for the foreseeable future, not just around future tariffs, but also the stability of US trade partnerships and their broader global impact.

Management decision making just got a lot more complicated. Here's the latest from BCG's Center for Geopolitics on what we know now."
4mo,"Cost pressure in oil refining is mounting. Are companies ready? 

As refining margins have tightened, downstream earnings for integrated oil companies dropped by about 50% in 2024 over the previous year.

Some companies moved early to cut costs and saw major gains. Others are still lagging.

There is, a clear opportunity to make progress. Companies that address inefficiencies directly can improve performance by up to $3 per barrel.

Learn how refiners are tackling rising cost challenges here:"
4mo,"BCG announced a 10pc growth in revenue in 2024 and reelected CEO Christoph Schweizer to a second four-year term.

Read his interview with."
4mo,"BCG announced a 10pc growth in revenue in 2024 and reelected CEO Christoph Schweizer to a second four-year term.

Read his interview with."
4mo,"New on BCG.com: Being the CEO, a Q&A on leadership.

In the first of the series, BCG senior adviser Jim Hemerling talks to Tiger Tyagarajanabout how embracing the unknown, learning from others, and building followership have been the keys to his success at."
4mo,"BCG is heading to Google Cloud Next '25 in Las Vegas! 

Join us as cloud innovation, cybersecurity, and AI take the spotlight. As a Google Cloud Partner, we're helping organizations make smarter, faster decisions at scale.

Explore our latest in cloud, tech, design, and AI:"
4mo,"Think you've got what it takes to solve problems like a consultant?

The OneDay@BCG Virtual Experience Program gives you a first-hand look at the problem-solving mindset that defines BCG. This immersive experience offers a window into our consultants’ day-to-day work—designed to build the thinking and confidence you need to succeed.

If you selected all of the above, start your experience today:"
4mo,"What if the biggest challenges of today became the boldest solutions of tomorrow?

Imagine This... is BCG’s original podcast exploring the ideas that could reshape the future—from sustainable innovation to smarter systems and cities.

Discover the episodes and explore more:"
4mo,"Maria Diniz didn’t wait until she had all the answers—she stepped into BCGX ready to learn, grow, and take on new challenges.

Now a Senior Software Engineer, she’s building digital solutions while mentoring the next generation of women in tech. She’s working with university students, guiding interns, and helping create opportunities for more women to thrive.

Read her story:"
4mo,"What does it mean to lead with generosity?

In his recent TED Conferences talk, BCG’s Senior Advisor Joe Davis explores how generous leadership is redefining what it takes to build strong teams, foster growth, and create lasting impact.

Watch the full talk to see how generosity is reshaping leadership for the better:"
4mo,"One of the most difficult choices a CEO must make is risk disrupting success to secure the future.

Just asreached its peak earnings, founder and CEOmade a bold, long-term move—one that defied conventional wisdom. With rising raw material costs driven by electrification, he chose to break with the status quo, cutting production capacity across key plants in Europe, the US, and Canada.

The decision came with reputational risks and short-term market impact, but Aloke stayed focused on the bigger picture: keeping IVL competitive for the long haul.

In this episode, he shares how he navigated this high-stakes pivot—and what leaders can learn from it.

Watch their conversation here:"
4mo,"Are field services ready for a transformation?

Technician shortages and unplanned downtime are costing industries billions annually—but emerging technologies signal a pivotal shift. The latest BCG Executive Perspectives explores the future of field service with AI, helping CEOs and field leaders cut through the hype and focus on what drives real value now and ahead.

Find out more:"
4mo,"CEOs, take note: BCG’s latest consumer radar shows most expect their personal finances to be hit by higher prices as a result of tariffs. https://on.bcg.com/4hL54mQ"
4mo,"Would you trust AI to manage your investments?
 
41% of Gen-Z and millennial investors say they would, according to a survey of 13,000 people across 13 global markets.

The 2024 Retail Investor Outlook report highlights the rise of individual investors, with over 100 million using stock trading apps annually. Financial institutions, policymakers, industry stakeholders, and generative AI can play a role in supporting individual investors.

Read more about this evolving investment landscape in the full report produced by BCG in collaboration with theand:"
4mo,"The EU Commission is proposing a new package of laws to simplify existing sustainability regulations. 

Here’s how firms can prepare for the EU Omnibus."
4mo,"To lead effectively in today’s business environment, boards need structure.

In a recent Fortune article, BCG’s Christine Barton highlights the importance of proactively building decision making frameworks to guide boards through critical topics such as mergers and acquisitions and long term strategy.

This kind of preparation ensures that board time is spent where it matters most and helps directors remain focused, effective, and engaged.

Check out the full article:"
4mo,"BCG’s comprehensive approach to cost management serves a wide range of industries, from beverage manufacturers to biotechnology and consumer durables. 

Businesses turn to BCG for its expertise in optimizing operations, delivering substantial savings, and reinvesting for sustainable growth. By leveraging BCG’s advanced AI solutions, companies can identify critical spending areas and maximize savings opportunities.

Discover more about how companies achieve their
here:"
4mo,"Casillo a family-owned Italian business known for wheat trading and processing, is making a bold move toward sustainability. With BCG’s support, they launched Altograno—a flavorful, nutritious flour better for people and the planet. 

BCG played a key role in shaping the business strategy for this innovative ingredient, developing its brand identity, and assessing its environmental impact.

With support from, a life-cycle assessment was conducted to ensure that Altograno’s carbon footprint, resource use, and overall sustainability performance align with Casillo’s commitment to a greener future.

See the full impact of our work with Casillo in the video:"
4mo,"Career paths aren’t always linear—and that’s a good thing.

For Maria Deres, returning to BCG through BrightHouse meant reconnecting with the firm’s culture of collaboration and impact, while deepening her focus on purpose-driven transformation. As a leader, mentor, and advocate, she’s committed to helping others find their own path—whether through Women@BCG or by encouraging young consultants to think beyond the short term.

Read Maria’s story:"
4mo,"Averages are often used to inform critical decisions in business, healthcare, and beyond. But relying solely on averages can lead to misleading conclusions.

In a thought-provoking TED@BCG Talk, BCG’sexplores why averages don’t always tell the full story—and how a more nuanced approach to data can improve decision-making and risk assessment.

Watch the fulltalk here:"
4mo,"To remain competitive, traditional automakers must fundamentally rethink how their manufacturing plants operate. 

That could include:
🏭 Digital Twins - to test processes before implementing physical changes
🤖  Autonomous Robots to streamline logistics
💡 Partnering with R&D to simplify manufacturing designs"
4mo,"From roads and seaports to data centers and energy systems, private investment is playing a growing role in developing critical infrastructure.

Over the past 10 years, private infrastructure assets under management have more than quadrupled, to a record $1.3 trillion.

And investment in digital infrastructure is showing especially strong growth, thanks to demand for AI and cloud computing. Investment in data centers, for example, reached $50 billion in 2024, up from just $11 billion in 2020.

Despite the current macroeconomic uncertainty, the market is regaining momentum. And deal activity – although still below peak levels – is expected to increase.

BCG’s Infrastructure Strategy 2025 explores how investors are adapting to a maturing industry, and the opportunities ahead."
4mo,"Every product holds a story, and for Nicholas Goad, who leads Merch AI by BCG X, it was his early experiences in his grandparents’ furniture store that led to a passion for helping retailers with inventory and pricing.

Merch AI enables retailers to harness big data to optimize product mixes for each store, make granular, data-driven decisions, and stay ahead of the competition with real-time insights.

The result is a notable reduction in cost of goods sold(2%-3%) and a boost in sales (2%-5%). Watch Nicholas’ story and discover how this innovative approach is shaping the future of retail:"
4mo,"For most leaders, cutting costs is straightforward. Preventing those same costs—or new ones—from rising again over time is far harder.

BCG surveyed nearly 2,100 business leaders worldwide, all of whom had undergone a cost transformation in the past five years. The results are sobering:

🟢Costs are the top organizational priority
🟢 75% say their cost program didn’t hit its goals
🟢 Many have launched programs repeatedly—adding stress and eroding management credibility

Discover how organizations can break the cycle and stop costs creeping back:"
4mo,"A BCG X survey shows that in health care, financial services, and consumer products, companies develop products and services that overlook the needs of women.

This is a significant missed opportunity: women manage $32 trillion in global spending and are projected to control 75% of discretionary spending.

To improve, companies must assess potential new products and services through the lens of desirability, feasibility, and viability.

Learn more:"
4mo,"Authenticity, mentorship, and connection—these have been key to Keziah Romm's career journey.

As an Executive Assistant in BCG’s Brooklyn office, she has navigated career transitions, embraced new opportunities, and built strong relationships along the way. Through Women@BCG, she found a network that shaped her leadership style—first as a mentee, then as a mentor, and now as a role model for others.

She’s proof that individuality is a strength, no matter the size of the organization.

Read Keziah’s story:"
4mo,"In 2024, US spending on pets is estimated at $151 billion, up just 2.5% from 2023, signaling a slowdown after years of rapid growth.

But opportunities remain:
▪️ Premium pet food (human-grade, freeze-dried, or nutrient-dense) is growing in the high single digits through 2029.

▪️ Pet supplements—for joint health, anxiety, and allergies—are projected to grow 10% annually for dogs and 12% for cats through 2028.

▪️ Luxury pet services—from wellness spas to concierge care—are gaining traction, especially among high-net-worth owners.

With 80% of pet owners considering their pets family, the next big opportunity lies in the continued humanization of pet care. How can brands and investors adapt?

Explore BCG's insights:"
4mo,"Supply chain costs make up a significant share of operating expenses for companies that produce or transport goods. With inflation, shifting trade routes, and other pressures squeezing margins, finding ways to cut supply chain costs is crucial.

To help companies understand where to start, BCG, in collaboration with operations leaders across industries, has identified five key measures to optimize supply chains.

Read more here:"
4mo,"How will AI reshape procurement? 
 
The latest edition of BCG’s Executive Perspectives serves as a guide for CEOs and procurement leaders looking to cut through the hype and understand what drives value—both now and in the future."
4mo,"For years, extended reality (XR) has waited to find its place in business. New lightweight, AI-enabled headsets are bringing the power of AI to the frontline.

In this special episode of The So What podcast filmed in the BCG Studio at,explains how XR can boost productivity and address labor shortages. But will workers embrace it?

🎧 Listen now to find out:"
4mo,"According to BCG research, costs were top of mind for CEOs leading into 2024—and they still are in 2025. 

Here's how CEOs can rein in costs, harness new technologies, and strengthen their organization’s culture to achieve their strategic objectives."
4mo,"Resistance to change is a significant challenge in implementing effective cost management. The biggest obstacle to success is the misalignment between cost-saving initiatives and organizational culture.

Learn how companies can overcome this barrier and drive sustainable savings.

Read the full report here:"
4mo,"After a year of elections around the world, what's next for the energy transition?

BCG has reviewed the contests in India, Indonesia, Mexico, South Africa, the UK, the US, and the EU. High energy prices, the cost of living and economic growth were clearly on voters’ minds as they went to the polls.

We believe the results reflect and accelerate three dynamics in energy policy.

Read our report to find out more:"
4mo,"Attracting talent is just the beginning—retaining and developing it in an AI-driven world is the real challenge. Jens Baier shares how HR can stay ahead with strategic workforce planning and dynamic skill modeling on The So What from BCG 
hashtag
."
5mo,"What will New Zealand be known for in 2050?

This newly-launched report from BCG New Zealand, led by Managing Director and Partner, identifies five ecosystems that could hold the answer to unlocking the country's competitive advantages in the coming years.

The report asks the questions:

➡️ Which industries should NZ Inc bet on for future growth?

➡️ Who should be making these decisions?

➡️ How can investment stimulate the innovation needed to keep NZ globally competitive?

Read more:"
5mo,"Live from Mobile World Congress in Barcelona, join BCG's Val Elbert and Verizon Business's Aparna Khurjekar as they discuss how AI is already transforming operations and customer experiences, what agentic AI really means—and why it could be a game changer—and the strategies leaders need to close the AI impact gap."
5mo,"What separates the AI Leaders from the AI Laggards, and how should businesses use AI-driven products to bring a fresh perspective to longstanding network problems? 

BCG’sandtake a closer look at all things AI and Telco from
."
5mo,"AI-human collaboration will streamline the telco industry by rethinking processes, serve customers, and manage and build networks. 

This is according toofwho joined the BCG Studio to discuss how the future of telcos. Stay tuned for more insights live from
."
5mo,"This month, more than 20,000 pet professionals will gather in Florida to discuss the latest trends in the pet care industry. 

From wellness spas to better nutrition, innovation is key."
5mo,"What’s on CEOs’ minds in 2025?

BCG and Bloomberg Media Studio's CEO Radar explores key signals shaping the future.

Join BCG CEOand, head of BCG’s CEO Advisory, as they discuss Q1 insights withof Bloomberg Media Studios.

Listen now!"
5mo,"Looking to make an impression at 
hashtag
#MWC25? Here’s the only reading list you’ll need to prepare.

📈 2025 Telco Value Creators Report:

⚖ As GenAI Investment Grows Other IT Projects Get Squeezed:

☁ A Smart Way for Telcos to Accelerate Their Cloud Strategy:

➡️ Future-Proofing Telcos With Smart M&A:

📲 In a Crowded B2B Market, the Middle Is a Strong Option for Telcos:

BCG will have a team of experts on the ground ready to share their perspectives on the action. Check outto learn how you can get involved, whether remote or in-person."
5mo,"Dealmaking sentiment has been generally subdued at the start of this year amid economic uncertainty, but momentum is building in some sectors and regions. 

Up next, BCG’s M&A Sentiment Index indicates where the market is pointing."
